order,url,city,company_name,wage,experience,education,time,company_size,work_type,company_type,company_location,job_required,company_welfare
968,https://jobs.51job.com/guangzhou-thq/108072520.html?s=01&t=0,广州-天河区,广东常备环境信息科技有限公司,6-8千/月,3-4年经验,高中,12-07发布,广东常备环境信息科技有限公司，是一家由专业环保科技公司和软件公司合资创建，从事互联网+环保的软件开发和环保咨询服务高新技术企业。公司汇聚了大批长期专业从事环保的专家团队和环保软件开发的技术人才，专注于企业内部环保管理软件和环保部门智慧环保管理软件的开发。我们根据国内企业（特别是重污染企业）环保管理实际需求和现实痛点，经过大量的实地调研，独家研发了具有“免费使用、便利、及时、专业、实用”优点的“e环保”软件。“e环保”2.0版于2017年重磅升级！隆重推出、全面开放免费用户功能：用手机号码即可快速完成注册，注册成功后即刻享用新版排污许可证办理、企业环境信息公开、排污申报等三大免费功能。公司的发展得到了各级环保部门的高度重视和业内同行的大力支持，在珠三角范围内正逐步建立一个庞大而有效的环保服务联盟。自“e环保”软件投放市场以来，迅速得到了大量企业（特别是重污染企业）和广大环保商家的认可，东江环保股份有限公司、珠海市斗门区旭日陶瓷有限公司、建滔集团依利安达广州电子有限公司、广州昭和汽车零部件制造有限公司、惠州市鑫隆环保科技有限公司、惠州市勤发科技股份有限公司和博罗县湖镇污水处理厂等上市公司或大型企业均已使用“e环保”软件，并给予了高度好评。在各级环保部门和广大企业的关心支持下，我们将与您携手并进、合作共赢，共同开创环保产业美好灿烂的明天。,短期JAVA开发工程师,民营公司,上班地址：广州市天河区大片北路53号裕辉商务中心507室,"岗位职责：1、负责公司产品或项目编码开发及文档编写工作；2、完成软件系统代码的实现，编写代码注释和开发文档；3、辅助进行系统的功能定义,程序设计；4、根据设计文档或需求说明完成代码编写，调试，测试和维护；5、分析并解决软件开发过程中的问题；6、完成公司交办的其他任务；7、临时性岗位，以完成当前项目为工作期限。任职要求：1、计算机相关专业本科及以上学历，3年以上开发经验；2、 熟悉 Java 企业级应用技术和主流框架（Spring， SpringMVC，SpringBoot，Hibernate，Mybatis， Struts）,有源代码阅读经验优先，有二次开发经验优先；3、精通大型数据库理论，具有ORACLE或MySql两年以上实践，熟悉主流数据库的分布式集群解决方案和技术实现原理；4、具备需求分析和系统设计能力，能设计通用框架及应用模块；5、精通Tomcat/Redis/Nginx等的配置和使用，熟悉Linux操作系统；6、对其他开发语言（如C++、Python、Go等）有了解或使用经验者优先。",[]
969,https://jobs.51job.com/guangzhou-hpq/70015068.html?s=01&t=0,广州-黄埔区,广州市锐博生物科技有限公司,0.8-1万/月,1年经验,本科,12-07发布,"广州市锐博生物科技有限公司成立于2004年，由国家千人计划特聘专家和诺贝尔生理/医学奖获得者领衔，是一家以领先的核酸技术为核心，以核酸科研产品和核酸药物生产服务为主导，集研发、生产、销售与科研外包服务于一体的国家火炬计划重点高新技术企业，为国内外客户提供高品质的核酸产品和专业技术服务。公司拥有世界一流水平的研发团队、领先的技术、尖端的仪器设备、先进的研发平台及中国首家且唯一获得CFDA药品生产许可证的cGMP寡核酸生产基地，开发与生产各类科研用和临床用的核酸产品，提供新一代高通量测序、高级生物信息分析、生物芯片、高内涵筛选、核酸药物分析鉴定和动物实验等科技服务，公司下设锐康医学检验所，提供产前无创筛查、肿瘤基因检测、个体化用药指导等基因检测服务。锐博生物秉承“核酸科技百年民族品牌”的发展理念，以“为客户提供国际一流的核酸技术产品和服务”为己任，专注核酸领域十二年，追求创新永不停！锐博将为您提供广阔的舞台：1、5天工作制度，上班时间：星期一至星期五，AM8:30-PM17：302、节假日完全按国家劳动法规定执行3、能为符合条件的人员提供广州入户指标4、按国家相关规定为员工购买五险一金（养老、工伤、失业、生育、医疗，公积金）5、根据市场行业提供同行业类具有竞争力的薪资6、年终根据企业效益，发放年终奖7、每年会根据企业经营状况及市场行情进行薪资调整8、各大节日企业文化员工活动（各大节日及员工生日）9、每年不定期安排员工省内省外游此外，公司秉承以人为本的理念，为员工提供丰富多彩的业余活动，如生日聚会、体育锻炼、外出旅行等，曾获得过“广州开发区萝岗区体育发展热心支持单位”称号。温馨提示：如果是从龙洞方向,建议坐534或广州-增城大巴，转574或乘坐地铁6号线香雪方向暹岗站下，步行至科学城科学大道创新大厦C3栋，约10分钟1． 乘车路线：可在黄村地铁站出口乘坐B4a路到“聆雨路路口”站下或574路到“育星路”站，往前走约190米到广州科学城创新大厦C3栋13楼2．“科学大道（开泰大道路口）” 站或“聆雨路路口”－公交站的途经公交车有：349路、391路、508路、573路、574路、578路、科学城1号交通专线、科学城1号交通专线延长线3．自驾车请导航：科学城科学大道创新大厦C3栋4．公司附近的标志性建筑有：优托邦、科学城广场5．公司官网：www.ribobio.com",生物信息分析工程师（高通量测序方向）,民营公司,上班地址：广州科学城科学大道182号创新大厦C3栋13—14楼,岗位职责： ,"['五险一金', '专业培训', '定期体检']"
970,https://jobs.51job.com/guangzhou-thq/101785000.html?s=01&t=0,广州-天河区,广州市好投投资管理有限公司,1-1.5万/月,无工作经验,本科,12-09发布,华南地区前三互联网财富管理公司如果你立志投身于财富管理行业，准备大展拳脚，欢迎加入鼎实财富大家庭！鼎实财富隶属于广州市好投投资管理有限公司。我们是一家财富管理公司，创建于2006年，正值阳光私募在中国的兴起，多年来一路见证财富管理行业的蓬勃发展历程，对投资事业有深刻的理解。我们始终坚持价值研究为核心驱动力，以风险控制为原则，以长期复利为目标，投资产品线覆盖全市场的股权、阳光私募、固定收益，久经市场考验，卓越投资能力，净值为证！ 为客户创造了理想的投资回报！我们信奉员工是干出来的，公司给予新员工足够的信任，让新员工在实际干活的过程中充分得到锻炼。同时安排同岗位资深员工一对一传帮带，产品培训、研究培训、公司每周“思享会“分享交流、跨部门学习，在干和学的过程中融会贯通。员工福利：五险一金、绩效奖金、岗位晋升、带薪年假，年度长途旅游（国内国外）、年度短途旅游、每周集体运动、团队聚餐、过年过节福利、工作满一年可参与公司产品投资、解决个人投资问题（客户投资起点100万起，员工投资可5万、10万起）等。公司荣誉2016年度“十佳阳光私募公司”2016年度最受欢迎组合基金类理财产品五强2016年度百舸奖中国***组合基金策略私募基金管理人2017年度中国私募基金风云榜对冲类基金-套利策略组三季度策略优异机构2017年度中国私募基金风云榜组合类基金三季度策略优异机构,量化研究员,民营公司,上班地址：珠江东路16号高德置地冬广场G座1804单元,<b>岗位要求：</b><b>1.数学或统计、计算机、物理相关专业，硕士以上学历；</b><b>2.有一定量化工作或实习经验；</b><b>3.有严谨的逻辑思维能力，较强的独立研究分析能力；</b><b>4.熟练应用python或C++语言。</b><b>岗位职责：</b><b>1.独立完成量化模型的开发和测试；</b><b>2.独立完成主观策略的量化实现；</b><b>3.根据历史数据研究数据因子；</b><b>4.跟踪量化同业最新动态。</b>,"['五险一金', '员工旅游', '绩效奖金', '年终奖金', '定期体检', '每周活动', '节日福利', '出国机会', '带薪年假', '参与公司投资']"
973,https://jobs.51job.com/guangzhou-thq/107121261.html?s=01&t=0,广州-天河区,珠海市丝域连锁企业管理有限公司,1-2万/月,3-4年经验,本科,12-06发布,丝域集团————首创”以养代疗”的护发新模式，是养发、护发行业的一片蓝海企业简介珠海市丝域连锁企业管理有限公司成立于2003年，总部设在珠海市香洲区南屏科技园，是中信产业基金控股的集研发、生产、销售于一体的综合性科技型企业。丝域首创“以养代疗”的养发护发新模式，致力于对头皮头发的全面护理和调养，开创了养发护发行业的一片新蓝海。经过十几年的发展，丝域凭借雄厚的产品研发实力与卓越的品牌运营管理能力，在全国设立了8大区域子公司，并在北京、天津、上海、广州、深圳、西安、成都、重庆、武汉、长沙、昆明、南宁、贵阳、珠海、中山、东莞、佛山等200个以上大中城市的高端社区和大型商场开设了超过2000家丝域养发馆，拥有百万尊贵会员和上万名从业人员。发展历程※2003年   ①丝域头皮头发护理系列正式面世。※2004年   ①丝域育发水获得中国卫生部颁发的《生发育发类特殊化妆品卫生许可证》。※2005年   ①首家丝域门店在深圳景田开业，开创中国养发行业历史篇章。※2006年   ①丝域养发项目整合改造崭新面市，珠海夏湾店开业。※2008年   ①丝域在中国突破100家连锁门店，丝域教育部成立。※2009年   ①先后推出铂金和草本原液系列产品，养发技术革命性飞跃。※2010年   ①丝域草本原液及致尊系列上市。②丝域会员优雅女子大赛在珠海市隆重召开。※2011年   ①丝域玫瑰精油养发及五矿铂金系列全新上市。②丝域建立了规范的内部教育系统，丝域商学院正式成立。③获得《国家高新技术企业认证》，生产车间获欧盟标准GMPC（ISO22716）认证。※2012年   ①丝域进一步规范店群管理模式，统筹管理约600家门店。※2013年   ①丝域养发门店数突破1000家，丝域品牌全面升级。②上线第一届全国丝域门店达人秀PK大赛。※2014年   ①丝域套盒配方革命性升级。②牵手中信产业基金 与其成为战略合作伙伴，开启丝域新时代※2015年   ①丝域收购显赫植发香港业务，引进全球先进植发机器人，开创丝域头发养疗新篇章。②成立直营事业部，打造星级直营门店，树立品牌标杆。※2016年   ①丝域获得《国家高新技术企业认证》。②开设拥有自主知识产权、经欧盟标准认证（GMPC）的养发产品生产线。③显赫植发在20多个城市开展6D美学植发全国巡回发布会。※2017年   ①丝域养发门店遍布全国200多个城市，门店超过2000家，会员逾150万。②丝域养发品牌成为第十二届中国超级模特大赛唯一指定品牌。③丝域热心公益，丝域总裁陈英燕***当选珠海儿童保护协会名誉会长。④丝域品牌战略升级，签约国内一线艺人担任丝域爱养节形象代言人。⑤携手1000多名全国各地优秀丝域家人成功举行了五天四夜的910“星梦筑航、启新丝域”品牌发布会暨十五周年庆典，开启丝域新篇章，会上丝域发布首份《中国人头发亚健康白皮书》和制定首个《养发行业SSR服务标准》。⑥协同业界资深专家，成立中国首个头皮研究中心【丝誉头皮研究中心】，用匠心将丝域养发的专业推向新的高度。⑦一站式头皮养疗尊贵系列套餐【丝域水光王】、奢华抗衰保养升级项目【丝域鲟鱼子臻致修护系列】、提神舒缓功效项目【丝域龙脑调养护理】、专为暗哑干枯毛躁发质研制的【丝域樱花亮泽SPA套】重磅面市。⑧由丝域养发赞助的公益电影《爱，不断线》在腾讯等几十个视频网站同步上映，引起社会很大关注，该电影还荣获第五届亚洲微电影艺术节“金海棠奖”。⑨丝域养发门店VI形象升级至3.0。※2018年3月 ①丝域“新知本、她力量”2018丝域养发品牌升级发布会暨投资研讨会在北京大规模开启。公司福利：1、实行5天8小时工作制，快乐工作，健康生活；2、提供中午和晚上的工作餐，三菜一汤，幸福满满；3、依法购买社保五险，生病不用怕，到老不用愁，你的平安快乐就是我们的心愿；4、享受超出国家法定节假和带薪年休假(公司福利年休假、社会工龄年休假)；5、内部养发福利券，季度发放，最好的服务给最好的你；6、部门基金，每月分别拨给各部门一笔活动经费，任你去嗨；7、节假日发放现金或礼品福利，各种节日，各种福利，一年四季，惊喜不断；8、定期组织员工免费体检，为你的健康加分；9、每年组织国内外旅游，世界很大，我们带你去看；10、生日会，只属于您的日子里能幸福地享受一下轻松；11、为员工提供完善入职培训和晋升机会。乘车路线：  16（单）、25、34、80、81、201、202、204、206、207、45、601、602、605、608、609、603、83、601B、602A、86、601C夜间专线(井岸—拱北万家)到南屏公交柏宁巴士站下车，见加华加油站右转50米见橙白楼“丝域”即是。公司网站：http://www.hairology.cn,数据分析师,民营公司,上班地址：珠江新城环球都会广场2511室,"1、打通数据链条，搭建数据模型实现人群画像、人群细分、行为特征等分析，为店铺运营提供人群信息数据支撑；2、负责收集公司内部数据并分析整理，制作数据分析报告3、开发相关周报/月报/各部门业务分析需求等数据产品模板，各部门数据分析提供必要的数据支持4、协助市场部有针对性的进行会员消费特征、会员活动营销效果等进行数据分析，优化活动和会员运营效益5、利用多渠道电商数据源，深入研究行业动态以及竞品数据，发现行业趋势变化，并提出可行的运营优化建议；6、搭建运营商大数据架构，对海量全网数据进行清洗、整理，形成客户全网洞察报告，为店铺运营与全网广告投放提供支撑；7、能利用爬虫程序爬取相关网站并整理数据，形成持续、有意义的数据池，以支撑店铺运营管理。岗位要求：1、 本科及以上学历，应用数学、计算机科学、统计学等相关专业；2、 扎实的数学和统计学专业知识，熟悉聚类、回归、决策树、神经网络、时间序列等数据挖掘常用算法，掌握数据挖掘基本理论；3、四年或以上数据分析工作经验，精通EXCEL函数及数据透视表，熟练掌握SPSS,R，Python等相关软件为佳 ；4、出色的逻辑能力和对数据敏感度；有细心，耐心，责任心；良好的沟通表达以及快速学习的能力；5、以结果为导向，对工作细节认真负责，保证数据的准确性；<span>6</span><span>、有电商数据化案例分享、</span><span>大型连锁企业数据分析背景为佳</span><span>；</span><span></span>","['带薪年假', '五险一金', '包吃', '绩效奖金', '全勤奖', '节日福利', '专业培训']"
974,https://jobs.51job.com/guangzhou/103582099.html?s=01&t=0,广州,京册金融服务集团,0.8-1.2万/月,2年经验,本科,12-07发布,京册金融服务集团以深圳京册金融服务股份公司为依托，旗下子公司或合作加盟机构包括但不限于：广州回龙企业管理咨询有限公司、深圳京册投资有限公司、江西都册律师事务所。本集团自2008年成立以来，专注于为金融机构提供金融产品与服务外包业务，主营业务为信用卡或个贷不良清收、信贷营销、资产管理、移民咨询，获得多家银行金融机构总行、省级分行及非银行金融机构总部的外包服务商准入资格，与其建立长期、稳定的合作关系。本集团对外在全国62个城市设有子公司、分公司或办事处，派驻完整的服务团队，以更好地贴近市场、服务客户。本集团在内部设立了完整、高效的运营架构，常设部门如下：集团管理委员会、人力资源部、财务管理部、风控管理部、信贷营销部、汽车金融事业部、催收业务部、法律业务部、资产管理部、担保业务部、征信数据部、市场拓展部、国际投资与移民咨询部、国际调查部。,JAVA工程师（IT产品经理方向）,民营公司,上班地址：珠江新城华强路3号富力盈力北塔2704室,岗位说明：公司调研方向启动数据研究，行业互联网大数据及在线平台是主流的服务模式，本岗位为适应公司的研究咨询任务，负责在线数据，数据平台化和调研服务系统的搭建管理。岗位职责：1、 根据公司业务需求，负责IT方面系统、数据库等与业务对接的支持和把关；2、 根据公司资源状况，对公司开发业务进行内外分拆，协调委托，跟进外包公司；3、 参与产品和项目的设计和开发，以及项目需求文档和相关IT设计文档的编写；4、 负责系统核心逻辑和安全代码的撰写，及系统的日常运维管理。岗位要求：1、 本科及以上学历，计算机、软件工程及相关专业；2、 熟悉一种主流后端语言，JAVA，Python优先，能够独自编写代码；3、 精通数据库设计和性能优化，熟悉一种以上主流数据库及数据库编程；4、 2年以上项目管理经验，熟悉项目管理、软件工程、质量管理等相关知识；5、 具有较强的人际沟通、协调能力、执行能力、逻辑思维能力、分析问题能力。,"['绩效奖金', '节日福利', '专业培训', '餐饮补贴', '五险']"
975,https://jobs.51job.com/beijing-cpq/107363266.html?s=01&t=0,北京-昌平区,东莞市安仕人力资源有限公司,20-30万/年,1年经验,本科,12-06发布,公司简介：安仕（Amos）成立于2016年3月份，经过几年来的发展，公司现有各类专业顾问成员近四人，同时拥有一个有16万多的人才的储备库。安仕（Amos）业务范围：已经扩大到包括专业猎头，定向挖掘，项目合作在内的多个个性且又全面的人力资源解决方案；安仕（Amos）业务对象：已拓展到包括中国运营的外商投资企业，优秀的民营企业在内的国家多家知名企业；安仕（Amos）服务行业：覆盖到包括IT电子、互联网、新能源、制造业、企业管理、医疗机械等几乎当前市场上所有的主流行业；,linux驱动开发工程师,民营公司,上班地址：七家镇,"<b>【公司简介】</b>北京分公司,一直致力于IP通信产品的开发与升级，产品涵盖网络电话、多媒体视频电话以及网关等。<b>【工作职责】</b>负责嵌入式linux驱动开发、HAL层开发（WiFi，Bluetooth方向）<b>【任职资格】</b>1、擅长 C/C++ 语言，有熟练的驱动程序开发经验  2、熟悉 Linux/Android 操作系统上的软件开发环境及工具  3、熟练掌握嵌入式 Linux 的交叉编译、shell、python等脚本语言及环境 4、熟悉软件开发流程，熟悉git代码管理，缺陷管理等 5、具有英文文档的读写能力 6、具有独立工作能力    7、良好的团队协作意识  9、大学本科以上学历  10、有蓝牙开发经验者优先考虑","['五险一金', '额外商业保险', '专业培训', '绩效奖金', '工作八小时', '年终奖金']"
976,https://jobs.51job.com/guangzhou/108896496.html?s=01&t=0,广州,广州市康诚信息科技有限公司,30-40万/年,5-7年经验,本科,12-07发布,广州市康诚信息科技有限公司（以下简称康诚科技）成立于2012年11月，是一家立足于广州，面向中国大陆、中国香港及海外的专业技术解决方案和外包服务提供商。康诚科技在高科技行业、电信业、金融服务业、制造业等行业积累经验，具备专业的IT外包服务能力，为客户提供研究及开发、企业解决方案、应用软件开发和维护、质量保证和测试、基础设施外包及业务流程外包等服务，帮助客户实现收益最大化，并使之更专注于自身的核心业务。主要客户包括广东移动、南方航空、中航信、蓝盾信息科技等著名公司企业。康诚科技致力于成为国内领先的IT外包服务提供商，以每年复合增长率为百分之六十的速度增长......公司福利待遇：1、上班时间：双休，周一到周五，五天八小时2、入职签正规劳动合同，买七险一金：七险：养老、失业、医疗、生育、工伤、重大疾病、外加一项商业险 ；   一金：住房公积金；3、享受国家法定带薪节假日、生日礼金、根据公司业绩情况设有年终奖、年度调薪等4、入职满一年可享受带薪年假，未满一年可提前预支年假5、每月15号前发放上月工资6、自带电脑办公，每月额外享受150元/月补贴7、年度旅游、不定期举办员工活动8、过节礼品、春节红包等等9、提供公正、合理并具有竞争力的薪酬亲，来吧，加入康诚，许你一个美好前程！！！简历可直发： eric.liu@kosentech.com.cn（注明应聘岗位和期望待遇）电话：020-61240648,大数据分析主管,民营公司,上班地址：广州市天河区,岗位职责：1、负责梳理云管端业务系统数据链的完整性和准确性，围绕云管端的功能点，基于功能目标理清业务数据逻辑和功能效果衡量策略，为功能产生数据的优化埋好数据采集方法，以达到衡量功能效果的目的；2、对云管端业务系统产生的数据、架构数据仓库，抽取和清洗数据到该数据仓库，为大数据分析和AI数据产品研发服务；3、从业务发现的角度能够解释数据，揭示数据变化背后的真正原因，为云管端业务功能提供优化建议或运营预警；4、通过数据分析，发现问题同时提出解决问题的探索性建议；5、通过A/B test 方法探索更好的方向和更受用户喜欢的功能，可以通过数据论证的方法测试A/B test的分组效果，服务产品的迭代，影响数据的产生。岗位要求：1、计算机科学、统计学、应用数学本科以上学历，五年以上数据分析经验，熟悉数据分析的一般流程，常用方法和大数据实践经验；2、三年以上数据管理经验，精通大数据软硬件架构和系统，熟悉主流数据库软件和数据仓库开发或建设流程，熟悉数据准备和清洗的常用方法；3、具有极强的数据敏感度和商业洞察力，很好的问题分析解决能力和沟通能力，具有商用车或汽车后服务行业大数据从业经验者优先；4、熟悉分布式系统Hadoop平台、HBase、Hive、MySQL等原理和环境；5、 熟练掌握数据挖掘相关算法，熟练构建和优化数据挖掘模型，进行算法研究和改进；6、 精通SAS 或R语言；熟悉开源大数据挖掘工具（如Mahout，R环境）；7、 熟悉Linux基本操作、shell简单开发；8、熟悉java/c/c++/perl/python其中一种开发语言者尤佳； 9、工作态度严谨认真，责任心强，有较强的执行能力和团队协作能力。,"['五险一金', '补充医疗保险', '员工旅游', '年终奖金', '绩效奖金', '专业培训', '定期体检']"
977,https://jobs.51job.com/guangzhou-thq/96956914.html?s=01&t=0,广州-天河区,广州市浩隆文化发展有限公司,0.5-1万/月,3-4年经验,大专,12-08发布,本公司成立于2010年，是一家广泛利用最新互联网与移动智能互联网技术，专注于为千百万中小实体商家（厂家与店家）服务，为他们提供互联网技术和网络支持，帮助他们形成线下实体加线上网店的模式，最快捷、最安全、最实惠、最热情的诚信服务于周边的消费者与用户，实现用户在生活、工作上全方位需求的综合性入口级平台型网络科技公司。本公司旗下互联网平台“520 生活圈”有为实体商家和消费者提供半径一公里至五公里左右范围内包括餐饮、文娱、家政、服务、生活、购物、求职、交友、分类信息、公共事务等于一体的“指尖”化“超级连接器”功能，可为千千万万中小实体商家和企事业单位提供最新且免费使用的O2O技术、ERP系统、APP应用、网络推广、信息发布、同地招聘、平台交易、商品流通、生活匹配等各项网络服务。本公司自行拥有网络平台研发设计、电子商务、网络技术、生产物流、营销管理、行政服务、全球采购等职能中心，下属几十个细分化的专职职能与服务部门，是广州高新技术企业，广东省2016高新技术企业培育库入库企业，广州市科技创新小巨人企业。本公司是最早提出用互联网技术帮助实体店铺创建新型大流通与新零售方式的公司，2012年开始模式设计，13年开始搭建技术平台，14年平台全面上线，15年开始组建全国的市场服务团队，17年开始开设当地化的线下服务中心（线上线下连锁批发与服务机构），到现在，本公司有各类技术人员数百人，全国市场团队四万多人，线下服务中心六千多家，入驻平台实体商家逾百万家，向平台供货的合作企业近两千家，其中包括上市公司逾百家的规模，我们预计到2018年年底，平台将基本完成全国市场服务人员约十五万人的招募，线下服务中心近十万家的设立，服务与流通网络基本覆盖全国，形成一个“天网（互联网平台520生活圈）、人网（市场服务与管理团队）、店网（实体店铺与实体厂家）、用户网（消费者与用户）、服务网（线下服务中心）”五网合一五位一体的入口级综合性超级网络平台，并逐步推向全球市场，成为世界级网络平台，在全球范围内建立有序共赢可持续的商品大流通新秩序。平台愿景：世界是一张网    生活是一个圈价值主张：让生活更简单    让生意更简单平台目标：回归市场理性、重塑商业规则、真正惠及民生、维护公平正义移动APP：520 生活圈    520商家版平台网址：www.520shq.com联系电话：020-28175291,Web前端开发工程师,民营公司,上班地址：广州市天河区珠吉路58号津安创意园四楼,,"['五险一金', '股票期权']"
978,https://jobs.51job.com/beijing-cpq/108240666.html?s=01&t=0,北京-昌平区,龙腾视觉（北京）科技有限公司,1-1.5万/月,2年经验,本科,12-07发布,龙腾视觉（北京）科技有限公司是一家综合性科技企业，公司拥有光通讯，机器视觉，办公设备共享三大事业部。座落在北京市高新技术产业开发区中关村永泰创新园。光通讯事业部致力于服务国内光通信领域科研机构、高校以及企业。主要以自主开发特种传感器检测设备、高性能数据传输链、光口及多口数字相机，并与北大、清华、北航等联合开发特种仪器测量设备(微振动传感器、偏振测试仪、线性大功率激光器等)。代理国内外著名厂商的仪器设备、各类有源、无源元器件（其中包括ASE光源、SLD光源及微型隔离器、保偏耦合器、环形器等）；其中包括（藤仓、横河、安捷伦、泰克等）本公司与国际公司合作有良好的进口渠道和信誉；与国内公司合作有广泛的生产配套关系 。机器视觉事业部致力于计算机视觉，机器视觉，大数据深度发掘方向的研究，以图像、视频处理及识别技术的为导向.拥有雄厚的技术储备和快速服务能力， 为用户提供项目方案设计、算法处理、软硬件开发和技术服务一站式服务。公司吸纳海归技术团队，充分利用这些人才的专业技术知识并结合市场实际需求， 面向国家安全，国防军工，工业自动化，移动互联等领域。 现已开发图像检索系统、视频检索、人体行为识别和人脸识别系统、医学图像分析系统、智能交通检测系统、图像增强、产品表面质量检测系统等系列产品。办公设备共享事业部提供办公设备租赁、维修、配件、办公耗材配送于一体的专业办公设备租赁服务。公司不仅提供一站式的办公设备租赁，还销售办公耗材。 公司办公耗材以出色的品质、稳定的质量销往全国各地。公司品牌硒鼓、墨粉，经过不断的研发，严格的测试，已达到同行业领先水平，不论是打印品质及使用寿命，均已可以和原装耗材媲美。 北京经济的不断繁荣和服务专业化的进程，各行各业对文件复印管理都提出了更高的要求：提高效率，降低成本。 公司作为专业的文件解决方案服务商，携多年的文印服务经验，秉承一贯的以客户利益为中心的视角观，为客户提供量身定制的解决方案，品质优越的好设备，以及持之以恒的一站式金牌服务，实现客户的无忧办公理念。,软件工程师,民营公司,上班地址：北京市昌平区阳坊镇工业园东区1号（极东未来产业园路口进入向南走800米再向东走1000米）,"1、参与公司各个项目开发工作，提供前端后端功能实现；2、负责系统模块的设计与实现；3、撰写技术文档； 任职要求：1、计算机或相关专业本科以上学历；2、熟悉Linux开发环境，扎实的编程基础，熟练掌握C++,Python或Java编程语言3、有前后端系统研发经验或者基础架构开发经验；4、有分布式或大数据项目经验；5、良好的团队合作精神和沟通能力；","['五险一金', '定期体检', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '弹性工作', '交通补贴', '通讯补贴', '餐饮补贴']"
979,https://jobs.51job.com/guangzhou-thq/108190204.html?s=01&t=0,广州-天河区,北京摩卡软件有限公司,0.8-1万/月,3-4年经验,本科,12-07发布,"摩卡软件有限公司（Mocha Software Co.,Ltd.）成立于1998年，是目前亚太区最大的软件产品和解决方案提供商之一，多年来不断为用户提供创新的产品、专业的IT解决方案和优质的服务。中国区总部设在北京，拥有天津研发中心、南京实施中心、珠海实施中心，以及上海、广州、河南、沈阳、成都、西安、武汉等10余个专业分支机构，东南亚地区总部设在新加坡，拥有在印尼的雅加达、马来西亚等国际分支机构。摩卡软件为北京华胜天成科技股份有限公司全资子公司。华胜天成是中国领袖级的IT综合服务提供商，是国内第一家服务网络覆盖整个大中华区域及部分东南亚的本土IT服务商。强强联手，优势互补，领航全方位IT运维综合管理，不断创造运维新价值。摩卡软件以核心价值观、人才、流程、KPI、培训为基石，将规范化和自动化管理作为顶梁柱，围绕人员与团队建设，提高效率的工作核心，最终实现我们全心全意为客户服务的目标。随着企业的不断发展，摩卡软件引入了先进的管理理念，提出了“以客户为中心；高质量的产品、优质的服务；团结就是力量；不断创新、追求完美”的核心价值理念，并以优秀的企业文化，吸引着来自国内外的技术精英，专门负责产品的研发及技术创新。国际化技术、本地化服务、顾客至上的品牌理念是摩卡软件致胜的三大法宝。公司已形成覆盖全面的产品线，包括业务流程管理产品、协同产品、基于ITIL的IT运维管理产品、项目管理产品、安全产品、基础架构产品和整合产品等多个方面，凭借雄厚的研发实力和服务经验，从基础建设、技术平台到网络信息应用和周边服务，为用户提供具有穿透性的“一站式”的全方位解决方案。多年的客户积累，摩卡产品已遍布移动通信、政府、金融、能源、教育、制造、医疗、传媒等行业，同时成功进入了中国香港、中国澳门、新加坡、印尼市场。典型客户包括：中国移动、海南移动、江苏移动、上海银行、中国航空集团、新疆联通、北京联通、交通银行等等。现诚邀有志之士加盟，公司将为您提供公平开放的工作环境，完善的福利政策，广阔的职业发展空间，科学高效全面基于价值的薪酬和激励机制。我们热切期待着您的加入。公司福利：社会保险、住房公积金、商业医疗保险、意外交通保险、出差补助、手机补助、带薪年、病假、年度体检等等。",系统运维工程师,外资（非欧美）,上班地址：广州市天河区高唐路333号中国移动南方基地,"岗位职责：1、linux、windows server 系统的安装、配置与维护;2、负责NBU备份，mysql、oracle、EnterpriseDB数据库日常维护; 3、日常运维，安全补丁升级等; 4、负责相关技术文档的整理编写、运维信息统计等  。岗位要求：1.熟悉windows、linux操作系统，熟悉shell编程，熟练应用awk、sed、grep、strace、tcudump、gdb等常用命令。 2.有较强的沟通交流能力，可以良好的处理与用户之间的关系。3.具备服务器、存储相关知识，有大型客户驻场经验者优先。4.大专以上学历,会python、自动化运维工具Ansible优先 5.2年以上服务器、存储维护经验，具备对mysql、oracle数据库日常维护经验。 ","['五险一金', '补充医疗保险', '通讯补贴', '弹性工作', '定期体检']"
980,https://jobs.51job.com/beijing-cyq/100827833.html?s=01&t=0,北京-朝阳区,北京云族佳科技有限公司,1-1.5万/月,2年经验,本科,12-06发布,一、公司简介北京云族佳科技有限公司成立于 2013 年 7 月，是目前中国软件众包的先驱者和领军者。云族佳专注于软件服务领域，致力于让数字化开发更简单，坚持用户至上、勇敢创新、持续奋斗的核心价值观，为实现中国软件兴邦和全球云工作时代的到来做出贡献。二、产品介绍2014 年 3 月，云族佳旗下核心产品云沃客（ClouderWork）正式上线，以全新的众包模式快速精确匹配需求者与开发者，打造全球最具价值的超级智能数字化开发服务平台。www.clouderwork.com,北京国贸运维,民营公司,上班地址：北京国贸附近,工作地点：北京国贸附近 1.计算机相关专业，本科及以上学历（条件优秀可以适当放宽学历）； 2. 精通linux基本操作命令，熟练掌握Shell、Python、Perl中的一种 3. 会写基本的SQL语句 4. 熟悉基本的JDK、tomcat、nginx等环境组件的安装及配置 5. 能迅速掌握运维系统架构，及各模块功能 6. 独立完成系统的部署及运维，并能协助开发解决运行问题,[]
